seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price,default
1,other,60,42,married,yes,freelance,45,0.0,0.0,0,1600,1780.0,1
1,owner,6,29,single,no,freelance,35,107.0,2000.0,0,350,1298.0,0
6,owner,60,32,married,no,fixed,75,160.0,2200.0,1,1550,1600.0,1
9,owner,60,45,married,no,fixed,75,150.0,3000.0,0,1100,1340.0,0
0,owner,60,52,married,no,partime,45,0.0,10000.0,0,750,1244.0,0
3,owner,60,26,married,no,partime,45,120.0,6100.0,1,1000,1403.0,1
3,owner,60,33,married,yes,freelance,75,225.0,2000.0,0,1400,1980.0,0
1,parents,60,21,single,no,freelance,35,100.0,0.0,0,900,1290.0,0
0,owner,36,34,married,no,partime,75,80.0,4500.0,1,600,1339.0,1
6,owner,60,27,single,no,fixed,35,208.0,6000.0,1,1500,1559.0,0
21,owner,60,44,married,no,fixed,90,105.0,1150.0,1,350,1078.0,1
17,owner,60,51,married,no,fixed,60,98.0,4000.0,0,860,1113.0,0
7,rent,18,33,married,no,fixed,90,280.0,0.0,0,1000,2290.0,0
10,owner,60,35,married,no,fixed,60,140.0,4000.0,0,1000,1578.0,0
2,owner,48,38,married,no,fixed,75,90.0,7000.0,1,500,1039.0,0
0,rent,60,28,married,no,fixed,76,155.0,0.0,0,800,1218.0,0
2,owner,60,26,married,no,fixed,45,120.0,3500.0,0,350,1329.0,0
10,owner,36,34,married,no,fixed,90,159.0,3000.0,1,350,600.0,0
6,owner,60,27,married,no,fixed,45,122.0,2000.0,1,1300,1384.0,0
7,owner,60,32,married,no,partime,75,156.0,3500.0,0,1300,1553.0,1
18,owner,48,43,single,no,fixed,35,90.0,2500.0,0,1000,1626.0,0
3,owner,18,30,single,no,partime,35,130.0,5000.0,0,1100,1674.0,0
6,owner,18,42,married,no,freelance,90,45.0,4000.0,1,350,1500.0,0
0,rent,36,26,married,no,partime,72,118.0,1000.0,0,600,1421.0,0
0,owner,24,20,single,no,others,60,152.0,2000.0,0,400,600.0,1
8,rent,48,24,single,no,fixed,49,135.0,0.0,0,1000,1274.0,0
4,rent,48,27,married,no,fixed,58,125.0,0.0,0,1200,1580.0,0
1,rent,36,35,married,no,freelance,66,208.0,4000.0,0,1000,1300.0,0
1,parents,48,18,single,no,partime,35,81.0,0.0,0,1150,1314.0,1
3,owner,24,35,married,no,fixed,75,160.0,1800.0,0,350,957.0,0
10,rent,60,33,married,no,freelance,75,280.0,2700.0,0,1000,1500.0,0
8,other,36,39,married,no,fixed,60,135.0,4000.0,1,1300,1504.0,0
20,parents,60,36,married,no,fixed,60,121.0,0.0,0,850,935.0,0
3,parents,48,29,single,no,fixed,35,145.0,0.0,0,1000,1028.0,0
1,parents,48,23,single,no,fixed,35,165.0,0.0,0,1300,1440.0,1
19,owner,12,34,married,no,freelance,75,280.0,18000.0,0,500,1030.0,0
2,rent,48,57,married,no,others,68,233.0,0.0,0,1200,1366.0,0
11,owner,60,38,married,yes,fixed,90,245.0,4000.0,0,1700,1768.0,1
1,owner,36,52,married,yes,freelance,60,120.0,18000.0,1,1500,2340.0,1
1,owner,48,42,married,yes,freelance,75,200.0,9000.0,1,1400,1700.0,1
15,owner,60,44,married,no,freelance,60,42.0,10000.0,0,910,1450.0,0
10,owner,48,37,other,no,fixed,35,87.0,3500.0,1,500,1155.0,0
1,other,48,34,married,yes,freelance,45,200.0,3000.0,1,1000,1191.0,1
25,owner,12,43,married,no,freelance,75,250.0,18000.0,0,600,841.0,0
4,rent,60,42,other,yes,fixed,70,280.0,0.0,0,1800,2433.6000000000004,1
0,other,48,24,married,no,fixed,60,105.0,0.0,0,1200,1516.0,1
1,owner,60,36,single,no,freelance,60,100.0,4500.0,1,400,1591.0,0
2,parents,60,52,married,yes,freelance,75,160.0,5000.0,0,1350,1999.0,1
16,parents,60,34,single,no,freelance,35,0.0,12000.0,0,1200,1336.0,0
0,rent,36,34,other,no,fixed,49,140.0,0.0,0,1150,1600.0,1
16,parents,60,31,married,no,fixed,45,160.0,0.0,0,1400,1850.0,0
8,owner,60,36,married,no,freelance,75,148.0,2600.0,0,1400,1775.0,0
20,parents,36,50,married,no,freelance,45,113.0,18000.0,0,700,1224.0,0
5,parents,60,33,married,no,fixed,45,97.0,0.0,0,1500,1663.0,0
20,owner,60,54,married,no,fixed,60,107.0,1500.0,0,1250,1500.0,0
5,rent,60,40,married,yes,fixed,66,206.0,0.0,0,1800,2225.0,1
1,owner,60,29,married,no,fixed,45,275.0,6000.0,1,1600,1930.0,0
3,owner,60,31,married,no,fixed,45,176.0,4500.0,1,1400,1607.0,0
2,rent,36,32,married,no,fixed,63,175.0,0.0,0,1000,1230.0,0
3,owner,24,51,married,no,fixed,45,223.0,18000.0,0,1400,1581.0,0
7,rent,60,31,married,no,fixed,67,70.0,0.0,0,790,1072.0,0
9,rent,36,46,married,no,fixed,84,87.0,0.0,0,1200,1471.0,1
1,owner,60,35,married,no,freelance,90,42.0,5000.0,1,500,1300.0,1
14,parents,60,33,single,no,fixed,35,60.0,0.0,0,1150,1192.0,0
6,other,48,25,single,no,fixed,35,280.0,0.0,0,1800,2433.6000000000004,0
0,other,36,31,married,no,fixed,75,144.0,0.0,0,450,600.0,0
15,rent,36,43,married,no,freelance,75,0.0,15000.0,1,1100,1720.0,1
2,parents,48,30,married,no,fixed,60,180.0,0.0,0,1350,1770.0,0
1,rent,48,40,married,no,others,82,69.0,0.0,0,1100,1197.0,1
12,rent,60,37,married,yes,fixed,86,110.0,0.0,0,700,950.0,0
1,parents,36,22,single,yes,partime,35,50.0,0.0,0,425,600.0,1
0,parents,60,24,single,yes,partime,35,86.0,0.0,0,1400,1707.0,1
11,owner,36,27,married,no,fixed,60,172.0,7000.0,0,900,1201.0,0
9,rent,60,32,married,yes,freelance,71,109.0,0.0,0,1135,1355.0,1
13,owner,60,43,married,no,fixed,60,95.0,3000.0,0,890,1196.0,0
29,rent,60,57,married,no,fixed,80,203.0,0.0,0,1100,1297.0,0
33,owner,48,59,married,yes,fixed,45,114.0,10000.0,0,1200,1420.0,1
3,rent,48,60,other,no,freelance,54,186.0,0.0,0,850,1036.0,0
0,rent,60,25,single,no,fixed,51,155.0,0.0,0,800,1201.0,0
5,parents,60,28,married,no,fixed,60,195.0,1800.0,0,1000,1527.0,0
3,owner,60,40,married,no,freelance,75,246.0,2500.0,0,1300,1500.0,1
21,rent,48,36,married,no,fixed,86,113.0,0.0,0,950,1057.0,0
6,owner,48,27,married,no,freelance,60,280.0,4300.0,1,1500,2127.0,0
1,other,48,33,married,yes,freelance,75,0.0,0.0,0,1000,2218.0,1
25,owner,60,44,married,no,fixed,45,125.0,2500.0,0,1200,1570.0,0
5,rent,24,34,married,no,freelance,90,199.0,0.0,0,350,650.0,0
1,owner,60,28,married,no,fixed,45,133.0,5000.0,1,700,1175.0,0
1,owner,60,39,married,no,fixed,60,210.0,2000.0,0,700,825.0,0
2,other,48,47,single,yes,freelance,35,0.0,0.0,0,1800,2152.0,1
11,owner,60,28,married,no,fixed,45,78.0,4000.0,0,850,978.0,0
1,rent,36,37,other,no,partime,55,200.0,15000.0,0,1100,1650.0,0
0,parents,60,20,married,no,freelance,45,100.0,0.0,0,1800,2150.0,0
2,rent,48,36,married,no,fixed,85,95.0,0.0,0,1340,1771.0,1
5,rent,48,28,married,no,fixed,63,183.0,0.0,0,1100,1615.0,0
2,parents,24,20,single,no,fixed,35,43.0,0.0,0,450,994.0,0
7,other,60,32,married,no,fixed,75,120.0,3000.0,1,870,1147.0,0
3,parents,60,19,single,no,freelance,45,198.0,2500.0,0,1100,1194.0,1
2,rent,36,21,single,no,fixed,45,100.0,0.0,0,700,825.0,1
3,rent,36,23,single,no,fixed,50,150.0,0.0,0,1000,1128.0,0
10,owner,36,47,married,no,fixed,60,133.0,3000.0,0,360,600.0,0
10,owner,48,37,other,no,others,45,110.0,3000.0,0,500,1190.0,0
10,owner,60,51,married,no,fixed,60,202.0,2000.0,0,1400,1580.0,0
1,other,24,31,married,no,fixed,60,140.0,2000.0,1,1100,1600.0,0
4,owner,60,49,married,no,fixed,45,123.0,5000.0,0,1450,1735.0,0
2,owner,60,27,married,no,fixed,45,275.0,8000.0,1,1500,2178.0,0
3,other,60,34,married,yes,fixed,75,200.0,2500.0,0,1350,1589.0,1
6,owner,60,28,single,no,freelance,35,0.0,7000.0,1,1500,1828.0,0
0,owner,48,29,other,no,fixed,35,55.0,4000.0,0,757,1566.0,1
1,owner,60,51,married,no,others,45,105.0,3000.0,0,1200,1250.0,0
15,owner,60,34,married,no,fixed,75,146.0,5000.0,0,1400,1626.0,0
10,owner,60,42,married,yes,fixed,75,100.0,6000.0,1,1350,1414.0,0
2,rent,60,46,other,no,fixed,49,136.0,0.0,0,1500,1687.0,1
8,owner,60,40,married,no,fixed,60,90.0,4500.0,0,1100,1638.0,0
4,owner,60,32,married,no,freelance,60,0.0,6000.0,0,1100,1296.0,0
7,owner,60,26,married,no,fixed,60,116.0,3000.0,0,1400,1460.0,0
17,owner,36,31,married,no,fixed,75,128.0,7000.0,1,700,1400.0,0
10,owner,54,47,married,no,fixed,60,105.0,3000.0,0,850,911.0,0
6,owner,30,45,married,no,fixed,90,125.0,3000.0,0,1050,1559.0,0
0,other,60,26,married,no,partime,45,68.0,0.0,0,1200,1315.0,0
1,owner,36,41,married,no,fixed,75,280.0,5500.0,0,1800,2433.6000000000004,0
6,owner,48,31,married,no,fixed,60,251.0,3000.0,1,1000,1208.0,0
2,rent,60,23,single,no,fixed,58,225.0,0.0,0,800,975.0,0
2,parents,60,34,single,no,fixed,35,140.0,0.0,0,1200,1274.0,0
15,owner,48,34,other,no,freelance,45,0.0,5000.0,0,900,1197.0,0
7,rent,60,38,married,no,freelance,90,280.0,1500.0,0,1050,1092.0,0
0,owner,36,55,married,yes,freelance,45,0.0,16000.0,0,900,1100.0,0
1,rent,60,54,married,no,others,54,87.0,8000.0,0,1000,1202.0,0
2,parents,54,24,single,yes,freelance,35,0.0,0.0,0,1800,2433.6000000000004,1
15,owner,60,37,married,no,others,90,90.0,5000.0,1,1500,1816.0,1
0,rent,60,43,married,no,freelance,75,0.0,0.0,0,1400,1700.0,1
2,parents,48,26,married,no,fixed,60,110.0,10000.0,0,1300,1700.0,0
20,owner,54,59,married,no,freelance,60,87.0,3500.0,0,500,984.0,0
30,rent,60,54,married,no,fixed,54,93.0,0.0,0,1000,1387.0,0
12,owner,48,27,married,yes,fixed,45,110.0,5000.0,1,450,1636.0,0
2,rent,60,28,single,no,fixed,43,81.0,0.0,0,1000,1135.0,0
3,owner,60,53,married,no,fixed,45,98.0,3500.0,0,1350,1453.0,1
7,owner,60,48,married,no,freelance,60,155.0,4500.0,0,1400,1500.0,0
4,owner,48,30,married,no,fixed,60,167.0,3500.0,1,800,1350.0,0
14,other,60,28,married,no,fixed,60,190.0,18000.0,0,1800,2247.0,0
10,owner,60,34,married,no,fixed,75,110.0,2500.0,1,1150,1367.0,0
3,owner,60,33,other,no,freelance,35,0.0,6000.0,0,950,950.0,1
12,rent,60,55,married,yes,fixed,62,170.0,0.0,0,1800,2154.0,1
20,owner,36,40,single,yes,freelance,35,0.0,8500.0,1,750,1100.0,1
5,parents,60,28,single,no,fixed,35,70.0,0.0,0,900,1492.0,0
2,owner,60,31,single,no,fixed,35,55.0,7500.0,0,800,1351.0,1
30,parents,60,56,married,no,fixed,45,80.0,10000.0,0,1500,2040.0,1
3,owner,60,38,married,yes,partime,75,81.0,4000.0,0,1000,1037.0,0
0,other,48,25,single,no,fixed,35,139.0,0.0,0,1200,1202.0,1
0,rent,48,35,married,no,fixed,66,206.0,0.0,0,1500,1683.0,0
5,other,24,41,other,no,freelance,35,0.0,0.0,0,500,1000.0,1
3,parents,48,31,single,no,fixed,35,120.0,0.0,0,1000,1100.0,0
30,other,48,52,married,no,freelance,90,280.0,12000.0,0,1700,1734.0,0
13,other,60,33,married,no,fixed,75,224.0,7000.0,0,1600,1604.0,0
0,rent,60,30,married,no,fixed,68,80.0,0.0,0,1000,1330.0,0
3,owner,60,37,married,no,partime,90,166.0,3000.0,0,800,877.0,1
0,owner,36,54,married,no,partime,60,110.0,11500.0,0,1100,1759.0,0
7,parents,48,32,married,yes,fixed,45,161.0,0.0,0,970,1564.0,1
4,owner,60,23,married,no,fixed,45,80.0,4000.0,0,1100,1306.0,0
10,owner,24,39,married,no,fixed,75,150.0,3000.0,0,500,1108.0,0
1,rent,36,28,single,no,freelance,52,170.0,0.0,0,350,1500.0,1
2,parents,60,43,married,no,fixed,45,100.0,0.0,0,1500,1645.0,0
30,rent,60,50,married,no,freelance,68,225.0,10000.0,0,1300,1500.0,0
3,rent,60,41,married,yes,fixed,77,166.0,0.0,0,1800,2433.6000000000004,0
0,parents,36,27,single,no,fixed,45,200.0,5000.0,0,800,1456.0,0
10,owner,42,25,married,no,fixed,45,110.0,3000.0,0,1500,2178.0,0
4,rent,36,35,single,no,fixed,46,110.0,0.0,0,1000,1642.0,0
1,owner,60,31,married,no,partime,45,160.0,4000.0,1,1200,1265.0,0
13,parents,36,43,single,no,fixed,35,204.0,0.0,0,350,600.0,0
4,parents,60,28,married,no,partime,45,135.0,0.0,0,1350,1471.0,1
1,parents,48,22,single,no,freelance,45,158.0,0.0,0,350,1440.0,0
8,owner,60,42,married,yes,freelance,75,280.0,10000.0,0,1200,2140.0,0
14,owner,60,41,married,no,fixed,60,100.0,6000.0,0,450,1377.0,0
6,owner,60,29,married,no,fixed,60,115.0,6000.0,1,1250,1780.0,0
1,owner,18,27,married,no,partime,45,149.0,2000.0,0,700,818.0,0
16,owner,60,32,married,yes,fixed,75,143.0,4000.0,0,650,1017.0,0
10,parents,36,27,married,yes,fixed,60,150.0,0.0,0,1000,1788.0,0
11,parents,48,37,single,no,fixed,35,199.0,10000.0,0,1100,1212.0,0
40,rent,36,59,married,no,fixed,59,142.0,0.0,0,1000,1800.0,0
13,owner,54,52,married,no,fixed,75,80.0,4000.0,0,1300,1394.0,1
7,rent,36,25,married,no,fixed,69,93.0,0.0,0,350,600.0,1
3,parents,36,24,other,no,fixed,45,113.0,0.0,0,850,940.0,0
13,parents,48,51,married,no,fixed,45,92.0,3000.0,1,1220,1433.0,0
7,owner,36,39,married,no,freelance,75,205.0,4000.0,0,1300,1439.0,0
7,owner,60,33,single,no,fixed,35,210.0,6000.0,0,1700,2414.0,0
4,owner,24,31,married,no,fixed,60,256.0,3000.0,0,600,1571.0,0
5,rent,36,30,married,no,freelance,90,260.0,0.0,0,1000,1500.0,0
7,owner,60,24,married,no,fixed,45,106.0,2500.0,0,1200,1258.0,0
10,owner,48,31,married,no,fixed,60,160.0,4500.0,0,450,1403.0,0
16,owner,60,39,married,no,fixed,60,148.0,3500.0,0,750,1346.0,0
2,owner,36,42,married,no,fixed,75,220.0,3500.0,0,1500,2195.0,0
6,owner,36,37,married,no,freelance,75,63.0,4000.0,1,800,1637.0,0
3,owner,36,38,married,no,fixed,75,106.0,8500.0,0,1800,2375.0,0
16,owner,60,42,married,no,fixed,75,81.0,3500.0,0,870,873.0,1
1,parents,60,23,single,no,fixed,35,100.0,0.0,0,1210,1450.0,1
0,other,60,40,married,yes,fixed,75,260.0,2500.0,0,1500,1607.0,1
12,owner,24,36,married,no,fixed,60,243.0,6000.0,0,600,1376.0,0
1,rent,60,27,single,no,fixed,44,88.0,0.0,0,1000,1092.0,0
40,owner,24,60,married,no,freelance,75,186.0,8000.0,0,900,1307.0,0
30,owner,48,45,married,no,fixed,75,105.0,10000.0,1,830,1128.0,0
5,owner,48,65,married,no,freelance,75,80.0,18000.0,1,700,1698.0,0
10,other,60,40,married,no,fixed,60,154.0,1500.0,0,825,1075.0,0
13,rent,60,40,other,no,freelance,64,35.0,2500.0,0,1800,1920.0,1
3,rent,48,33,married,no,fixed,66,63.0,2000.0,0,800,1298.0,0
0,other,36,28,married,yes,others,45,280.0,8000.0,0,1360,1362.0,1
1,rent,60,33,married,no,fixed,90,161.0,0.0,0,1700,1770.0,1
25,owner,36,51,other,no,freelance,35,200.0,5000.0,0,1700,2022.0,0
11,other,48,31,married,no,fixed,45,140.0,4000.0,0,700,1225.0,0
7,owner,12,36,married,no,fixed,90,125.0,18000.0,0,375,724.0,0
4,parents,24,23,single,no,fixed,35,78.0,3000.0,0,500,1346.0,0
5,other,60,33,single,no,fixed,35,57.0,0.0,0,1000,1415.0,1
31,rent,60,51,married,yes,fixed,90,280.0,0.0,0,1000,1380.0,0
0,other,60,31,married,no,freelance,60,0.0,0.0,0,1400,1500.0,1
10,owner,36,32,married,no,freelance,75,202.0,2100.0,0,900,900.0,0
16,owner,48,50,married,no,fixed,90,175.0,18000.0,1,1100,1639.0,0
19,owner,36,52,married,no,freelance,45,150.0,15000.0,0,1420,2220.0,0
0,parents,60,34,single,no,others,45,158.0,2000.0,0,1020,1600.0,0
3,other,36,25,single,no,fixed,45,0.0,0.0,0,900,1270.0,1
1,owner,48,28,married,no,partime,45,123.0,4000.0,1,1100,1556.0,0
1,rent,48,36,married,no,freelance,88,125.0,0.0,0,1500,1878.0,1
0,owner,60,27,married,no,partime,45,113.0,3000.0,1,1200,1532.0,1
2,owner,24,26,married,yes,freelance,45,167.0,4000.0,0,350,900.0,0
4,rent,36,24,married,yes,fixed,75,148.0,0.0,0,900,1100.0,1
0,other,60,47,married,no,partime,75,156.0,2000.0,1,600,1556.0,1
13,owner,48,40,married,no,fixed,60,123.0,4000.0,0,900,1054.0,0
1,owner,60,42,married,no,partime,90,143.0,5500.0,1,1160,1285.0,1
17,rent,48,52,married,no,fixed,90,180.0,0.0,0,1200,1338.0,1
0,other,60,26,single,no,others,35,0.0,0.0,0,1200,1571.0,1
5,rent,36,45,married,no,others,90,150.0,10000.0,0,1100,1556.0,0
17,owner,60,47,married,no,fixed,60,92.0,4500.0,0,1100,1194.0,0
8,owner,60,25,married,no,fixed,45,139.0,4000.0,1,1450,1556.0,0
0,owner,60,50,married,no,fixed,75,250.0,15500.0,0,1000,1989.0,0
5,owner,6,44,married,no,fixed,75,280.0,13000.0,0,500,2433.6000000000004,0
8,owner,36,48,married,yes,fixed,35,121.0,3000.0,0,400,925.0,1
3,owner,48,19,single,no,fixed,35,180.0,4000.0,0,800,1128.0,0
18,owner,48,48,married,yes,fixed,90,129.0,3000.0,0,780,2220.0,0
22,owner,60,46,married,no,fixed,90,214.0,8000.0,0,1120,1395.0,0
12,owner,60,50,married,no,fixed,45,99.0,5000.0,0,1100,1137.0,0
12,parents,36,30,married,no,freelance,75,110.0,0.0,0,800,875.0,0
13,other,60,30,married,yes,fixed,75,85.0,3500.0,0,1100,1417.0,1
3,owner,18,39,married,yes,fixed,90,138.0,7000.0,0,500,700.0,0
1,owner,60,27,married,no,fixed,60,93.0,4000.0,0,1000,1207.0,0
29,owner,60,52,married,no,fixed,75,100.0,3000.0,0,1100,1268.0,0
1,rent,48,42,married,no,freelance,76,160.0,0.0,0,1200,1326.0,0
3,other,36,22,married,no,fixed,45,215.0,0.0,0,1470,1480.0,1
23,parents,60,43,single,no,fixed,35,90.0,3500.0,0,1050,1228.0,0
20,owner,36,36,married,no,fixed,90,280.0,5000.0,0,1800,2168.0,0
5,other,60,23,married,no,fixed,35,167.0,7000.0,1,1650,2100.0,0
3,rent,60,40,married,no,fixed,84,86.0,0.0,0,1000,1197.0,0
1,other,24,50,married,no,freelance,60,125.0,5000.0,1,360,600.0,1
15,owner,36,52,married,no,fixed,90,274.0,8000.0,0,350,600.0,0
10,owner,36,38,married,no,fixed,75,135.0,5500.0,1,690,1000.0,0
0,parents,48,35,married,yes,fixed,60,280.0,0.0,0,1400,1748.0,1
9,owner,60,34,married,yes,freelance,75,280.0,4000.0,1,1000,1392.0,1
9,rent,60,34,married,no,fixed,90,128.0,0.0,0,500,820.0,0
25,owner,18,49,married,no,freelance,90,90.0,4000.0,0,350,1275.0,0
19,owner,60,37,single,yes,fixed,35,115.0,10000.0,1,1500,1758.0,1
10,rent,60,33,married,no,fixed,56,107.0,0.0,0,600,1250.0,0
10,owner,60,34,married,no,freelance,75,280.0,11000.0,0,1000,1560.0,0
10,owner,48,42,married,no,freelance,90,230.0,18000.0,1,1200,1570.0,0
4,owner,24,32,married,no,fixed,45,122.0,4000.0,1,500,1045.0,0
1,parents,36,19,single,no,partime,35,43.0,0.0,0,425,600.0,0
1,owner,48,45,married,no,freelance,90,250.0,4000.0,0,1700,1800.0,0
19,parents,12,41,married,no,freelance,90,190.0,500.0,0,500,1600.0,0
6,owner,60,25,married,no,freelance,45,100.0,3500.0,1,950,1177.0,0
2,rent,48,19,single,no,freelance,60,246.0,18000.0,0,1370,1371.0,0
11,rent,36,59,married,no,fixed,69,85.0,0.0,0,850,1100.0,1
20,rent,36,56,married,yes,fixed,77,173.0,0.0,0,1100,1256.0,0
18,rent,48,42,married,yes,freelance,75,150.0,0.0,0,1000,1469.0,0
0,parents,60,38,married,no,partime,90,86.0,5000.0,0,1600,1682.0,1
0,parents,60,22,single,no,partime,45,183.0,4000.0,0,1150,1150.0,0
1,rent,36,44,other,no,others,55,100.0,0.0,0,675,675.0,1
1,owner,60,31,married,no,fixed,60,94.0,2500.0,0,900,1236.0,0
25,owner,48,49,married,no,fixed,60,150.0,6000.0,0,650,1265.0,0
15,rent,60,55,married,no,freelance,74,140.0,0.0,0,1000,1204.0,0
21,rent,60,55,other,no,fixed,56,107.0,0.0,0,1100,1353.0,1
10,other,36,38,married,yes,fixed,60,117.0,4030.0,0,950,1330.0,0
12,owner,60,60,married,no,fixed,60,230.0,12000.0,0,950,1200.0,0
10,rent,60,58,other,no,freelance,82,280.0,0.0,0,1350,1488.0,1
20,other,36,39,married,no,fixed,60,102.0,0.0,0,650,1695.0,0
10,owner,60,34,married,no,fixed,75,210.0,6000.0,0,900,1547.0,0
1,parents,60,21,single,no,partime,35,42.0,0.0,0,1100,1112.0,0
5,rent,60,37,single,no,fixed,48,130.0,0.0,0,600,1062.0,0
2,other,48,25,married,no,partime,45,90.0,3000.0,1,800,1567.0,1
15,parents,36,39,single,no,fixed,60,120.0,0.0,0,900,900.0,0
1,parents,60,22,married,no,fixed,60,117.0,0.0,0,1100,1280.0,0
11,owner,30,35,married,no,fixed,75,160.0,4000.0,0,700,1340.0,0
3,rent,60,50,married,no,partime,69,90.0,0.0,0,1300,1490.0,0
2,other,36,49,married,yes,others,45,50.0,0.0,0,1600,2433.6000000000004,1
15,owner,48,30,married,no,freelance,75,100.0,18000.0,1,900,900.0,0
13,owner,60,32,married,no,fixed,75,182.0,5000.0,1,1300,1569.0,0
11,rent,60,37,single,yes,fixed,74,135.0,0.0,0,1400,1937.0,1
2,owner,60,24,married,no,partime,45,67.0,4100.0,1,1400,1403.0,0
32,owner,24,63,married,no,freelance,45,0.0,18000.0,0,1000,1501.0,0
1,owner,60,25,married,no,partime,60,137.0,2700.0,1,1150,1255.0,1
3,rent,54,23,married,no,fixed,59,140.0,0.0,0,1300,1345.0,0
1,parents,60,22,single,no,fixed,35,85.0,0.0,0,1800,2134.0,1
37,owner,60,52,married,no,fixed,45,280.0,7000.0,0,1550,1590.0,0
11,rent,18,39,married,yes,freelance,60,0.0,0.0,0,350,600.0,1
0,owner,60,29,married,yes,fixed,45,100.0,4500.0,0,1200,1406.0,1
5,rent,60,43,single,no,freelance,39,42.0,0.0,0,1600,1872.0,1
4,owner,60,35,married,no,fixed,60,251.0,6500.0,1,1000,1123.0,0
1,parents,60,27,single,no,fixed,35,180.0,0.0,0,1000,1067.0,0
10,parents,60,34,married,yes,freelance,60,280.0,12000.0,0,1800,2253.0,1
20,rent,36,39,married,no,fixed,90,158.0,0.0,0,380,600.0,0
1,owner,36,51,married,no,fixed,75,280.0,6000.0,0,1450,1992.0,0
15,rent,12,35,other,no,fixed,44,90.0,9000.0,0,400,1400.0,0
12,owner,60,33,married,yes,freelance,90,146.0,15000.0,0,1150,1284.0,0
0,owner,60,30,married,yes,fixed,75,255.0,4000.0,0,1500,1749.0,0
5,owner,60,25,single,no,freelance,35,250.0,14000.0,0,1400,2125.0,0
6,owner,60,53,married,no,freelance,45,50.0,16000.0,0,1000,1505.0,0
6,rent,60,26,married,no,fixed,60,150.0,0.0,0,1200,1376.0,0
1,owner,60,61,married,yes,freelance,45,0.0,18000.0,1,1200,2154.0,0
35,other,60,63,other,no,fixed,35,190.0,0.0,0,750,1138.0,0
9,rent,60,30,married,no,fixed,63,178.0,0.0,0,1680,1931.0,0
12,owner,60,43,married,yes,fixed,75,254.0,14000.0,1,1200,1698.0,0
20,rent,60,35,single,no,fixed,56,110.0,0.0,0,1000,1279.0,0
15,owner,36,49,married,no,freelance,75,70.0,3572.0,1,1650,2433.6000000000004,1
3,rent,60,34,married,yes,fixed,85,100.0,0.0,0,1000,1600.0,1
2,owner,60,26,married,yes,fixed,60,137.0,4000.0,1,1200,2200.0,0
4,rent,42,41,married,no,freelance,90,0.0,10000.0,0,1300,2260.0,0
10,owner,60,30,married,yes,fixed,60,242.0,7500.0,0,1550,1904.0,0
9,owner,60,51,married,no,fixed,90,85.0,4000.0,0,1380,1580.0,0
35,owner,36,51,married,no,freelance,45,0.0,11700.0,0,1300,2433.6000000000004,1
1,rent,36,40,married,no,fixed,58,125.0,0.0,0,700,700.0,0
30,parents,24,53,married,no,freelance,90,280.0,0.0,0,600,1100.0,0
12,other,60,33,married,no,fixed,60,140.0,0.0,0,1650,1910.0,0
1,rent,60,24,married,no,fixed,52,70.0,0.0,0,1200,1360.0,1
3,rent,60,25,married,no,fixed,60,150.0,0.0,0,700,1030.0,0
15,owner,36,44,married,yes,fixed,90,245.0,4000.0,0,375,600.0,1
2,owner,60,33,married,no,freelance,75,193.0,5000.0,0,1150,1339.0,0
4,parents,24,27,single,no,fixed,35,110.0,0.0,0,370,600.0,0
4,rent,60,24,married,no,fixed,52,70.0,0.0,0,1000,1315.0,0
2,rent,60,32,married,no,partime,87,115.0,2000.0,0,1250,1517.0,0
6,parents,48,32,single,yes,fixed,35,85.0,0.0,0,1100,1330.0,1
6,rent,60,36,single,no,fixed,85,280.0,0.0,0,1000,1290.0,0
6,parents,60,27,single,no,fixed,35,130.0,0.0,0,1600,1900.0,0
15,rent,18,55,married,no,freelance,90,120.0,18000.0,0,1150,1366.0,0
1,rent,60,39,married,yes,fixed,90,250.0,0.0,0,1800,2433.6000000000004,0
16,owner,48,36,married,no,fixed,75,108.0,4000.0,0,500,1064.0,0
12,owner,60,38,married,no,freelance,75,225.0,4500.0,1,1000,1606.0,0
2,owner,36,37,married,no,partime,90,280.0,5000.0,0,1000,1570.0,1
20,owner,60,36,married,no,fixed,75,250.0,2500.0,0,1350,1381.0,0
2,owner,24,49,single,no,freelance,35,150.0,18000.0,0,800,816.0,0
4,owner,48,27,married,no,freelance,75,0.0,3000.0,1,900,1150.0,1
15,rent,60,37,married,yes,fixed,90,280.0,0.0,0,1800,2215.0,1
20,rent,60,49,married,no,fixed,85,100.0,0.0,0,1420,1586.0,1
4,rent,12,28,single,no,fixed,40,51.0,0.0,0,350,1469.0,0
12,owner,60,27,married,no,fixed,45,145.0,3500.0,0,1000,1556.0,0
10,rent,48,47,single,no,fixed,52,168.0,6000.0,0,850,1720.0,0
1,rent,60,44,married,no,fixed,65,54.0,0.0,0,1550,1650.0,0
3,rent,48,29,married,no,fixed,85,100.0,0.0,0,1000,1191.0,0
12,parents,60,35,married,no,fixed,60,115.0,0.0,0,1000,1127.0,0
0,owner,24,47,other,no,freelance,35,0.0,18000.0,1,900,1100.0,1
10,owner,48,31,married,no,fixed,60,180.0,7500.0,1,1000,1480.0,0
3,parents,60,23,single,no,fixed,35,63.0,0.0,0,800,1258.0,1
5,owner,48,46,married,no,fixed,60,130.0,4000.0,0,950,1544.0,0
